name,address,type,gauges,bribe_ca
vAMM-WBNB/ANKR,0xE934278276c0274aac95DADB9783F02A27c351Ff,vAMM,0x9f3d718Cd994627A78dcBE7E6C878462337Ebd19,0xB8655897fAf9e9a1c260EC2dC2ABFE4e4E1BDE27
vAMM-ankrMATIC/MATIC,0x138104C01d0c8fBEB5D6caA99a38A93E9a7868eB,vAMM,0x8631Eba8Af8b807C7Fd9D666aa83f0B901Dd19e6,0xC5F39EbD06282c0E4aa0A2d73C842b3fB7D0A5ce
vAMM-FS/USDT,0x1F02F41906b4E1909166e542EDA61AB2924c5a37,vAMM,0x08AbF16ADCDeDA96A83290345Ea9928D23489c16,0x25a0b159DbD8D9634a5f04f67d30a6CB0485d6aA
vAMM-USDT/WBNB,0x6BE6A437A1172e6C220246eCB3A92a45AF9f0Cbc,vAMM,0xA7cd5447A2759fC8F63A7a4FaCe894DA301d6af4,0x56a5be66B5d9d2586b24C88F349bB16C10D8D70A
vAMM-WBNB/NFTB,0xC03D86b6685Aec46909eA5c54943e2a1238E02Ac,vAMM,0x005c4CaaB9c140838300851Ae449423E7082cD95,0xc3F0cBF5D1D34B0Df206a04Da2D2D095f681667e
vAMM-eTHENA/WBNB,0x9798a3835c8C87bD92803C3A248aE0042FBE4c6c,vAMM,0x2fF3e680315F93057913617844361D30C6EcF784,0x98670266847F3Ad540cc1332EB4d42f7d7CcB066
vAMM-BNBx/SD,0x9698e0c7af13B6cEF8017A5c34eb2B3d053C491C,vAMM,0xB0b04da5163A407d8E0Dda6085Cb3A298394353A,0xF6c90c06C4C9fA2F04f6360a92a9c0a1B8BF0379
vAMM-TAROT/BUSD,0x928FE97eEe1f921D80F25DC2EeA1dF280704fD03,vAMM,0xbcB7da4A4544Cb748D7c85DC857408a35Ac1C1AA,0x9EE875d9c72dE950b95437081Ca1c063F9Db1CfC
vAMM-MULTI/BUSD,0xdE4Cc4446205d1138EcAa48B2CB22b8e06E69BD4,vAMM,0xCDF4E03E33813E4374957De6A9F1E926c33D98f1,0x420509ecE08b3B3A0B8C2097e4F53388d9367c5F
vAMM-jBRL/BUSD,0x33e3E8d3e1077Ea9Cc9f2f2c60EcEc01814EBA50,vAMM,0x72eDCc771321B31d5E3C6167f496E4336C6C9106,0x3308Ba1D4dD66eb823ca7B30Fd4795f817D61f27
vAMM-PSTAKE/BUSD,0x67e51F1DE32318f3a27265287ed766839A62Cf13,vAMM,0xF1734dc7A1524569dD5df129681032A8F4099CA2,0x248ebdFCb74367c27A1a06c0e8fe5fa85b96CbDE
vAMM-HAY/WBNB,0x307936b725272Ec6Eb19d4d539207554f31E6231,vAMM,0x55e2d66F3a84863a62f1FFFF17C27A65597aFD6D,0x59725A822C7d669E10efD4D0F740D0ca98673206
vAMM-FEAR/BUSD,0x7d46E0498e485Ca5E5086E900F14A3fCC8A22ae0,vAMM,0xB46Ed247eC20EEF7978a3e7Fa4980F35E9911Dc1,0xDe71db3Af54E272Bf7bEF6348247aB3c9ce57F45
vAMM-WBNB/CHAM,0x0ec098Aa4bC6A31e4f804E653F0488Eb0FEb1a2A,vAMM,0x765F3027e06B9c471654c50b7A7c98F2Cf325652,0xb10c7Da0DDE06565Ba00e8957dc93dE76601f03b
vAMM-USDT/dXCAD,0xDA5edbE3f254046cD8CABeC6758E0B1122B52D6e,vAMM,0x07a1dedBebf1608DDb2b88813AA43aB1027FbE60,0xf052202f0820F93a19BB358C89b25b9CE0122011
vAMM-FITFI/BUSD,0xcAe2C0d6937671490D3bcE4C21d57fF313f407Eb,vAMM,0x6DAdDC3E9ECCDC6D6ac4BF30C02033501D7B539C,0xf56672A7d710B898A3d10393BC13CD7D6f9afdEA
vAMM-CHAM/THE,0x761327Ad8409Da88BD5485487b8f64B9A5295DD4,vAMM,0xF4111Cae5F84eD4feF71F93F1f726B97DB1258f6,0xA872A4F8bBeCfAC51C310f831e20664C727C4A02
vAMM-WBNB/PRIMAL,0x6DeE59C19FD1D067BcCDE52640bEcb43c820214d,vAMM,0x0349B2eE383ece458375284A6F6A7D6318595903,0x44F83Be2dC763D7c2735Ae01ec5A2b7398b6b7a1
vAMM-ETH/LINK,0x1Abd186f1bA4cF6CFF32514454Da180C05e6Df21,vAMM,0x622Df1b504E96b26E8b17Ed9Ee11918a33c8C29E,0x958D0BF5d0C6A9D5459f1032519A74D885B80A69
sAMM-HAY/CUSD,0xaD0B947374FeB8e21D7CFFdfE394d2C59F5e06Aa,sAMM,0x82903442A1E894052eA9fd813edCD06F6D512399,0xdea8aCa192a1045aa370DB387C60059bDcA4c370
vAMM-USDC/WBNB,0x4Cd8a94975e275BD327431e2225f3afBA73B56d7,vAMM,0x764DC4F75253fcC0744F2ad433609Bb3B358BAee,0xf975D5f3BD35fbf07e70b625C998176cDbDD44Ee
vAMM-XRP/WBNB,0x29203F0a3C733E9B605717f9b2ABFbb140740f58,vAMM,0x9D5f104F53353939DC953687AE0860Fb3eA1cFa3,0xBEe2ff1f6a7E648f8956b2F680197a24Ac285C3A
vAMM-MIX/WBNB,0x0f7d50A2728dE6f94B3aC8013031f527572cc9F1,vAMM,0x3bf94AE436be25baB914D6D429cBa7a9f9C0Bb30,0x18DC306fd1915D3d940a0C08D2B28bf0230CeADB
vAMM-MAI/WBNB,0x16b32FfcEc07C8177AE037c69D10234edCfb0a5c,vAMM,0xEBFd07af05f22c42229b61c70350F163bA828E6c,0x34042309F61e41922424Ea90883F2a5CE9f01e79
sAMM-DEI/BUSD,0x06589AbD54582783142E3D1165722e7e10483De0,sAMM,0xAfF65f90e50C371481bEF5f3815eF3A891c0A91b,0x32f526021dBd1b4ba7dEFE2194040B4df434Be5D
vAMM-BUSD/SLM,0xAfD1A0319909d66046EF5c1237470C2ce02EdF2A,vAMM,0x0905C5a59D610e824fd8CD66AA641390790925dF,0x8732eb8bfb52bdD31D309fc5be20B4741Bee34dc
vAMM-OATH/BUSD,0xc2dc97A4afE061186Ad5Ca5231f964a97Ce305eb,vAMM,0xbD3C24fBBA57D5178994EaCfda85985D311DAfbA,0x6654301Cf240b1899e157B7BD5047F82c5a0EE2F
vAMM-BNBx/THE,0xBB25DD702471aDb5d40df0f382586Cb5CBf49Bd2,vAMM,0x6FA53583426384E59aE40789378A97eBaD139F8c,0x60C8C7c7E5Ca7e29566D50d1f509Ca28eeaF4a7e
vAMM-MIX/THE,0x4174d369DC35BaDE9dEC9d1B032E322517A945Ae,vAMM,0x603d355A191d69cE85194D5BcD8dad9db256C0Ea,0x9c0c2Fe6FA4CD6bF5e0BF59c920602a5e0ADBDBE
sAMM-USDC/DEI,0xC092c8ef0909E422A9B7733734d971215F52fC2D,sAMM,0x75A117981576D3D137c47Ab04ae3329d82D1A051,0xD906546901442135E92c1569A64b928765a529b0
vAMM-FEAR/THE,0x3CE33Ef9F2971b4877d39718dbFEE7C01AC0CAB6,vAMM,0x418Ee6fB9De33166A6fDaA68EC56F6c94064F950,0xA51232Df6b727998FBdAD586744E5C3dfb1902a2
vAMM-OATH/LQDR,0x32629Ff547F1E619f4c37A84fD66624cA0ab01d8,vAMM,0xB60bffA16DA9F5578e041B733b32186f80F0d343,0x9d1D7Be4f72369052Bd41ABd392504Ca0f71fCc0
sAMM-BNBx/WBNB,0xA046644831b70aFdBfDAAB0bCf15a72D6c15d0eB,sAMM,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000
vAMM-CHAM/BUSD,0xDf63A43aEFb5c1Aa4040a3a121d2a8C00EeBE7d8,vAMM,0x1BEa8805DD5aB4F81754b5638b8405Dff583FbDd,0x7C9670Ad5619D10081108727058BEc4A2ef69291
vAMM-ETH/CHAM,0x972291C293a2eE6c7397017a6412035976E4326C,vAMM,0xd2a70f21FBc6CB62d3e24DeAD210679dDeD9077b,0x75D223AA2b357097a43186cC13A20Acb016C84C9
sAMM-BUSD/THE,0x1DE8Ee98012Dae7861e76ff38Df9DdAC32CCc947,sAMM,0x23ed55d1968Ab156596cCF23F1b363843aC5C924,0x15bc00c84bd1EFc0A160bBCf19EC3a449aABB4Db
vAMM-jBRL/WBNB,0xf019759F450C8a1C8CFD4E9EcD34E09F72d7Fae5,vAMM,0x5289EEB1024bF2f39ED7CE4b0B11d61Ef8F755Ba,0x89b1FEBFe45ad2949A65F095A8106e4fE5c2d5a7
vAMM-C98/CUSD,0xF4d3aFa871f1Bb9d5Db7f057eD555a4c549b5174,vAMM,0xBA753ff837f5323932F9Dd4cB6E2e39e2a84F4C2,0x1c3B3C67C2b4f8c31fb4D06607EdEBD3f71e9eF9
vAMM-USDC/LIQ,0x0A65Af66C963E04D28C1497066362Dacb91dd1a0,vAMM,0xb22e75e01CeBA87D9Ce0A8c35fB8Cbc6f35D1C8c,0x38585ACAaA3f8f7BeD3080faBe4DD8ef95e2AaFd
vAMM-ETH/frxETH,0x1ed421aa33fFd165423B33E17568626B40eBd25C,vAMM,0x1a1ba0b1ed713ac494E9b55E7CD085c1Be96F2E7,0x6Ef12500b4A69d43b9dA23D91123E04A317A0e6e
vAMM-AVAX/CHAM,0x6dc3C6efDeaF592C2d82Add41d7D42e00097Cf4f,vAMM,0xf675CaeCCB9120e1576DC9D725E14F629fDEb73c,0x55168557A4b9b69E94D6AC9E7523eBe6d03FDfcC
sAMM-GHNY/WBNB,0x833fDCd260811aF76AF0C2BD4eF7c961766C96f6,sAMM,0x146F1680DdA5690FaC4D9e19F26A30458a1578A6,0x054E12B6Bb75A7Ea39a58D7E81A0457ce8a67F4E
vAMM-USDT/BUSD,0xDC17b8899D8084E64913BD508bb13BfC2696dEBB,vAMM,0x73fe62e698720b2EE08B9d5447cdeD3122130C56,0xE1Dd5b3176b9a2497b4F9F7eAA86E022E6CaFc0f
vAMM-DOLA/CUSD,0x330E00e8d3bB3E1188809193F663E754F8453261,vAMM,0x7150e1ED462B2A865711A211dd2ff93E787F33a9,0x4023D056176E7feBCF381C427FfD24d3de826eB0
vAMM-GHNY/THE,0xf581b44FFD48eb84d984CaBABe7221F3fc85FbE0,vAMM,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000
vAMM-MAI/FRAX,0x7F7FfDC08d9A11DBB8F149FE16E3069540e7E012,vAMM,0xD8d557136975dE0F8C42f3530E2A78BFC701152B,0x89254C0ac6a97f831155D61406a3910f6206936B
sAMM-DAO/BUSD,0x976583340036Aa93C5f0Bda9dA342e9EC6413A2e,sAMM,0x6DFA9D4788D5e6F9932376175c47E7Aa4CE2e72e,0xA082161Db5D5353d0b0DD79E691AAf10Fa473595
vAMM-USDC/BUSD,0xbb6CD6EfFB4861971Af675ca5fb8964873bdab2d,vAMM,0x96Bead3aB5E281adD000E468ab862A59F55223a7,0x7E13faBAB5B5737A074199e44fe1Bf0d170B6016
sAMM-DOLA/FRAX,0xFD66A4a4c921CD7194ABAb38655476a06fbAEa05,sAMM,0x7342C0441440781E538631C47a1207a0D4621cB3,0x6d39e2A90f55276734AABC51C978D0e66De6e822
vAMM-MAI/BUSD,0x562a3d7E55D3F0E5859A30ab7c492787f0B6f52B,vAMM,0x5B1F1d097461B8e758341aA6DD82a3aaAF87C1a6,0x388C816A97437d7FB8C020316Da155883D54D397
sAMM-WBNB/BUSD,0x6167c86326d3d088d6EBba415aAf172613BB579c,sAMM,0x31f075409C9B506C448b330574614A0e064A46EB,0x84fc109e6cCE238fe0Dc70fB169e35C116c550ee
sAMM-USDT/WBNB,0xF048CF3EAc3c17aD47ae1C4e37408040177a8554,sAMM,0xf39b168cDdB70332e0f02030a4785564b5d246fb,0x5761635FD255d5089563e10610DAaF39C7a65ab2
vAMM-BNBx/FRAX,0x314d95096e49fDe9ebb68aD7E162b6eDd8D4352A,vAMM,0x5a7c73fc254593C9fD0467Bc3068D610Acc847d0,0xE00680165abb4dAdEeD75fC4332BA7d2b809832A
vAMM-JRT/WBNB,0x4DbcF190cbdf69f3b013DA6FBB911943237ab913,vAMM,0x51Dd79f02e0FBfFb192E5Cb0AF15cE7fDFAaEE59,0x86F9AADD79A8ffd173C46e86539e4fd7d9Ae6e3c
sAMM-WBNB/THE,0x8cA230F0573c4F2c7d3b202dd22c1abCa557dCf4,sAMM,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000
vAMM-XRP/XCAD,0x2127bd04dDc9d8d1a4fAfCd96b4D4D81153831BC,vAMM,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000
vAMM-TWT/WBNB,0xC4A17162da872640c49cC191759F8B423539c7Ea,vAMM,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000
vAMM-FRAX/BUSD,0xa91f86362E75c62512C6E790aB0784040f211179,vAMM,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000
vAMM-USDT/USDC,0x262029C946D868CA5C339D4eA605e65928e2013A,vAMM,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000
vAMM-USDC/dXCAD,0x565F87C3D57bB990f138927f1E0cbb268A3E72dd,vAMM,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000
vAMM-jEUR/BUSD,0x1960d3548F2031baF05daf558D5D644A580722EA,vAMM,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000
vAMM-jEUR/WBNB,0x18d6583a0238C141EbEB3bA3e39ba4481312ed37,vAMM,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000
vAMM-USDC/THE,0xC6376e5452EBd75cD4dE8e0d597f66cA38c1FA77,vAMM,0xAC380d878738941a7F9deE791ac3C71211088a48,0x884Ec46506Ff0f924BcEc012F2AAADfdCF9471Fc
