name,address,type,algebra_pool,new_symbol,new_type,gauges,fee_ca,bribe_ca,new_name
vAMM-FS/USDT,0x1F02F41906b4E1909166e542EDA61AB2924c5a37,vAMM,,FS/USDT,Volatile,0xC2D55F8209D3D8298B6D7d4345480dAc9A125bE0,0x9C996Bdb02EBF1a0A05BB3CeDFBc9f0c90504BFb,0xa4Fd40D6360D7Ca8D4aA332ae4Ba99344706ac09,FS/USDT - Volatile
sAMM-liveThe/THE,0x3765476BfFE43Cf4c0656bF3A7529c54ae247056,sAMM,,liveTHE/THE,Stable,0xe2C96A636C64322d444C58dE20e599B3ce9c6116,0x615e9560ce07142542A209337F529780842F43b9,0x84088d7338ef6A0C2FDDF7A21c40eA5C3cE7Fed6,liveTHE/THE - Stable
vAMM-HAY/ankrBNB,0xC6dB38F34DA75393E9aac841c08104348997D509,vAMM,,lisUSD/ankrBNB,Volatile,0x967bF7CAE5766872D3d7a229202638cA01b35Fa9,0xEe68ef68070eC38d4683077923bCdAE69B3dcE8D,0xE572Dc2D166E6b78354FD1362f28e852ed0F4C08,lisUSD/ankrBNB - Volatile
vAMM-TWT/WBNB,0xC4A17162da872640c49cC191759F8B423539c7Ea,vAMM,,TWT/BNB,Volatile,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,TWT/BNB - Volatile
vAMM-dXCAD/BUSD,0x238a45C2c6531356aE60DA6123340DD203D5336A,vAMM,,dXCAD/BUSD,Volatile,0x8E1029F14bE595E5993486d8d21C51a6e534886C,0x4C7765EcBc5BFcf2cE86B4e9d406C14b158C9F8D,0x6230Ac5B3fA6bE068686dcFfCa0f4AC7e48b3bF5,dXCAD/BUSD - Volatile
vAMM-USDC/WBNB,0x4Cd8a94975e275BD327431e2225f3afBA73B56d7,vAMM,,USDC/BNB,Volatile,0xd04967Fa3F0cD0Ff746d83b14f91EC9ecfF77Edb,0x45cB2b4EE642d7Cd5B33Fc6F7355e058010f68de,0x3Dc840FC084F042888F724D42Ad84b1161D76030,USDC/BNB - Volatile
vAMM-MAI/WBNB,0x16b32FfcEc07C8177AE037c69D10234edCfb0a5c,vAMM,,MAI/BNB,Volatile,0xcF32695bB0a9719C05643d24f608C5E5B6313aC0,0xEB8FeEf646a2262113991CA8ec7ee2D2fe54630f,0xd788eA24772500eb2B9e1B35E51FdAE8C4C5894a,MAI/BNB - Volatile
vAMM-MULTI/WBNB,0x075E794F631eE81df1aadB510aC6Ec8803B0FA35,vAMM,,MULTI/BNB,Volatile,0x7Ab3e3cF64657FD89fcb399796f0888206766601,0x57Db630a7bdF464F9Db0C6389692E0E600ea5A63,0xd7542f9Ba7B42e92B920cD989E7CEA97a1C7aE2F,MULTI/BNB - Volatile
vAMM-FEAR/WBNB,0x899845719b6FbD9c9e16a869dDfCdB0499eDC01C,vAMM,,FEAR/BNB,Volatile,0x87a3FB64dA67e1D7bcA0f097C33594709e9D52ff,0x0f655A2f0C58f2D83326f7B9d4e55A243de0780c,0x3Abf3D2d9918F7cd7ee43eD822B9c8698Fe2898F,FEAR/BNB - Volatile
vAMM-PLAY/THE,0x5A797d22b27c13a98Df8147aCf95771f7b43ac66,vAMM,,PLAY/THE,Volatile,0x30C69104d4f305B7403F7Ae6e68a8ecd39884CdA,0xbBF2e43A7C61CA1E818D7abA0E398d2fDd47EdB5,0x4d332410AFddcc288F6cD62c96119a651F9C8bFE,PLAY/THE - Volatile
vAMM-DAO/THE,0x71EADCb77a5B3B7749e08F52c595761D821C4638,vAMM,,DAO/THE,Volatile,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,DAO/THE - Volatile
vAMM-ankrMATIC/MATIC,0x138104C01d0c8fBEB5D6caA99a38A93E9a7868eB,vAMM,,ankrMATIC/MATIC,Volatile,0x04a5F3ec27D607F28Ace826885818F4Ff581AE65,0x26D0a7cfe3035e7cb116D7653E1Cf78104aFa529,0xed5dCcFE0f1527254EBAC5D44576b76b5036Df70,ankrMATIC/MATIC - Volatile
vAMM-ankrBNB/ankrETH,0x44d1F00E75fd074F6016bb1DC326DcCD5d04451B,vAMM,,ankrBNB/ankrETH,Volatile,0xD12C7026fA2d738D931A72b2d647a3cb2e7B1280,0xA2589E771B0de80Ae79EE72617f9ca1dba3180aC,0x891Ef7a57b5dd7DEe99A943591c396b69e1f29d8,ankrBNB/ankrETH - Volatile
aUSDT-DUSD 88ab,0x1d863277b38bE56347C4EBd9b6120052c27D88ab,CL,0xCf4cf048d0c754A71d559296aC1ccc9aeb0b25Be,USDT/DUSD,CL_Stable,0x8Bb5D9AfE97b59f29d5B2111D5DaF73912DEef03,0x51f4ba581057cA5289d07ba9B237D3cF4F7E0339,0x565dF549F172B51a979d197E6827d882FD838F16,USDT/DUSD - CL_Stable
vAMM-fBOMB/WBNB,0xCcDEdaC1973b6d2542fB1b7EcE843b81A9ee7070,vAMM,,fBOMB/BNB,Volatile,0xB587A045eCe29F98d398010b23550a78f36d2771,0xA7cb85cc0985cd8e4Ae85134eF3F9F5e5A589b8f,0xAE6B5316b84fFb5341CE1e1495d685e329bFEE01,fBOMB/BNB - Volatile
sAMM-DJED/USDC,0x80551245C562380140668b7Df20a7e9c773d21Bd,sAMM,,DJED/USDC,Stable,0xE30Ee861202664395ea440cDF08D6A4e9C09D7E9,0x6C57F857dE975Fed592c20Ca6D8e849aFAcd031F,0xBaac62cDF23d2da1f06bF661bE57364667F8dc35,DJED/USDC - Stable
sAMM-ETS Alpha/USD+,0x92573046BD4abA37d875eb45a0A1182ac63d5580,sAMM,,ETS Alpha/USD+,Stable,0x24ecd1D83Fe90821a5b064A3EB1535Af543eef98,0x82EF03111E627465aFf0849E70b3E03a0695990f,0xA5f7C96B4c92f0143D8617778F8592D54252dD4B,ETS Alpha/USD+ - Stable
vAMM-BTCB/THE,0x1D6c1De20424831FD6F843f1d39Bf96265B3899D,vAMM,,BTCB/THE,Volatile,0xAb75B2D521E698794A85eC92Cb34C771d8f48C5F,0xe3C19D7586d8C073831942233E8E62D85ea3Cb2E,0x39693783992446Fa818ff8284df4eB1bF8c713D4,BTCB/THE - Volatile
vAMM-USDT/SEC,0x34915f659f820Bee9247956CaB4277A632cFA230,vAMM,,USDT/SEC,Volatile,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,USDT/SEC - Volatile
vAMM-DOGE/WBNB,0x37487428A2Cff3E21F9d9452b4F6759cc23e4805,vAMM,,DOGE/BNB,Volatile,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,DOGE/BNB - Volatile
vAMM-MIX/MATIC,0x4E2bEA8412D58c45f4C723df7223C3b21b9A309B,vAMM,,MIX/MATIC,Volatile,0xe072405Ed4F83dB9f86519dE164Ecd6cBaEf42E6,0xBEc5190c358a1b5539c287dc75614aE5076a339f,0xcC3b7B3b84E68259a296D08Ab6488d2B4edCA943,MIX/MATIC - Volatile
vAMM-BTCB/FRAX,0x3c5e16A6fF3bb4279B520D208C86338f3a404608,vAMM,,BTCB/FRAX,Volatile,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,BTCB/FRAX - Volatile
sAMM-jBRL/BRZ,0xA0695f78AF837F570bcc50f53e58Cda300798B65,sAMM,,jBRL/BRZ,Stable,0x5D920774510db19feE38851fd1Ba40d85a107B99,0xad95f25D1b0c03Bbb66923F8dc9809133C2Effed,0xFCa9fDD219C2E309EF88AeC7387152bF8e505246,jBRL/BRZ - Stable
vAMM-XCAD/USDT OLD,0x46C69a989DC56747F007acfA4d6BC7c9FA8137bF,vAMM,,XCAD(old)/USDT,Volatile,0xD62DD882aeE1117fd0D6211342a89336c518Ffc0,0xdD1e30A1Db778f2E7Ff1AC794A7D9387461332CE,0x78d70709B4C793785A0241FfF01B650E0570F61f,XCAD(old)/USDT - Volatile
vAMM-WBNB/PLAY,0xb8A85b80A12931FE2A1f5dB9295FBdAe03616E9b,vAMM,,BNB/PLAY,Volatile,0xD66207F31737b77070f3A593224FDebAecE467Bd,0x56DFd93645BCc1F34838504eAa5b5623F83ea3D2,0x2c65AcF78e9D5378eC771711C31ab7af6eAFAD63,BNB/PLAY - Volatile
vAMM-MPX/WBNB,0x51BfC6e47c96d2b8c564B0DdD2C44fC03707cdc7,vAMM,,MPX/BNB,Volatile,0x0d739cE843d0584aAE800f54685d1fa69cEC1190,0x237557d5eA86841a634Ab4775A2Bd5e3C3f8c8C6,0x8c1fB9CB10f7bF5b73A29c68824F14003A649457,MPX/BNB - Volatile
vAMM-sfrxETH/FXS,0x425198EA58AB9CF9001f59C8AEB8c413A6dBe1b1,vAMM,,sfrxETH/FXS,Volatile,0x3e8F8b80cFE96BFED4CCdf56416a5A979321221A,0x7d8009fA624a90aC191b825B986626E90Af2Ab56,0xC74cd552a683353F724d573Ba803aC160F0FD75a,sfrxETH/FXS - Volatile
vAMM-MIX/WBNB,0x0f7d50A2728dE6f94B3aC8013031f527572cc9F1,vAMM,,MIX/BNB,Volatile,0x4BE31cd6cCc28EeC41dD9cB8A74d788C83B01db0,0xFA6f38d5c77460e1A0A9CA3fC4504ACCe3C8e779,0xC2384e084922fE494dC48d948cF0A0e5096dC369,MIX/BNB - Volatile
vAMM-PSTAKE/BUSD,0x67e51F1DE32318f3a27265287ed766839A62Cf13,vAMM,,PSTAKE/BUSD,Volatile,0xdf82f7c62B6e0bFbF36fd3fd3e9Cc174179a9642,0xf0676A022Bc73c160fAF1eae79046e6652226fcD,0x670A2AE0389df544cBb2F093f77A33CD3a206717,PSTAKE/BUSD - Volatile
vAMM-ankrBNB/WBNB,0x9c9eAd6CFd1ED4Dd17Cd44eb12229364Dd541697,vAMM,,ankrBNB/BNB,Volatile,0x177e465f495299b092BB3929BAF01Daf36FA54AC,0x41924d036D0AD928176396fF400872584EA0aBEc,0x99ABd4e626Ca5f1ee8E7f27Cc508f54cc64F2Aab,ankrBNB/BNB - Volatile
sAMM-HAY/USDT,0x6ce8014488877f91234eF23012193De6bB0009a8,sAMM,,lisUSD/USDT,Stable,0xF5f8B4536eFdA6272032a7d77C054148DfDC0495,0xfA091a4F409B7bFF797Ba7De46964ec32aBE0028,0xa99159c9686B873124E0C35A76A6f145C2A6CC14,lisUSD/USDT - Stable
vAMM-ankrBNB/THE,0x3575155f5b0EAdA1E4fDA5bC84e2C2c7cEf1d9F2,vAMM,,ankrBNB/THE,Volatile,0xaFcD9BE5311d3886C08D52E4FA77a30386db7597,0x3980510C3617E1A5aeDe43Cbf7c2e821AD4897bc,0x5EbCc3dfFe1065a4c489D68C10750d09A9084E6b,ankrBNB/THE - Volatile
vAMM-jBRL/WBNB,0xf019759F450C8a1C8CFD4E9EcD34E09F72d7Fae5,vAMM,,jBRL/BNB,Volatile,0x7fDf58A330cdA58C9dCfaf936367116cF806139E,0x15f2EB640bb953A82243542fF1c6729D11aDCEB9,0xe04c84354a8c4DF047AE6DFC57f9BEafFe11C3d2,jBRL/BNB - Volatile
sAMM-USDT/ERN,0x3666f5900E50870e2F84B9a7A26a1ec68ADEa8bB,sAMM,,USDT/ERN,Stable,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,USDT/ERN - Stable
vAMM-CSIX/USDT,0xCE7C38ECe02b55070208b2e070585eA5321748e1,vAMM,,CSIX/USDT,Volatile,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,CSIX/USDT - Volatile
sAMM-ankrBNB/WBNB,0xfa0429A7EAb25EC8D31e247E725Afd931Cf6bdFe,sAMM,,ankrBNB/BNB,Stable,0x6A1fFaDe4407Af4Fe3c3c9Ae47814334366C0e5f,0x002ee26A5909431306D467A0BC57E8Af5187450B,0x70629C8054f85CBAfAD65226Dc7334619F38F49C,ankrBNB/BNB - Stable
vAMM-NGL/USDT,0xD949476184B9c94Ed2130E8175D4139654CE2339,vAMM,,NGL/USDT,Volatile,0x292808a49f981A0D442feABDF1e822DB01EbA0E2,0x586868AE41C4682dc5390A7C1273565B10179082,0xabb81A71f6f72009A7867e2f7c6BFb8D6402A2Ed,NGL/USDT - Volatile
vAMM-BETS/WBNB,0x21f60Af65Ba9A20c3320B6938aaa60237f6bEEA8,vAMM,,BETS/BNB,Volatile,0xa6Db1ea1aeceA1089F815d92Ca30B34c17610B47,0xd920356C401aecAe3D082f50293E5D0d0734EEa8,0xF9DA23f905f24381f2966ceBc94b38996869E2F9,BETS/BNB - Volatile
vAMM-USDT/PENDLE,0x094B905Cca7B4Afe244B1cB85361d463A280aAF5,vAMM,,USDT/PENDLE,Volatile,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,USDT/PENDLE - Volatile
vAMM-USDT/TAROT,0x2C4166641d5293551190c9F01aC50d0b6abd7086,vAMM,,USDT/TAROT,Volatile,0x1560D23c5DB98d78537253332b067A6B8981E432,0xa0d6d0f08E5f37C4A91165cf7365e6DCb1926C51,0x8D4C8B25620dFb89B9F9BD7654252b9bfAc8F2d7,USDT/TAROT - Volatile
vAMM-USDT/IPAD,0x9a5060C8D45a0Be40d2e0FC4C4Bd40B81b948F16,vAMM,,USDT/IPAD,Volatile,0x3205CB6af307465bA1BAab5450Bb23b915546f4F,0x7808BafFf5D332BB256Ea5BD5604B54Df81757c1,0x79b99dD668e31cE49558d4719746EdDE94AAe932,USDT/IPAD - Volatile
DEShare a3E3,0xA76f85e67269d50E2E27Cd840061aE76353ca3E3,CL,0x6B67112aa7b45E8CdC0a93B8D66A6A36e68ae8e5,BTCB/BNB,DefiEdge,0xB1aC77e4F5D1bF5a6B9D2e7DBc27e28dFdE7D926,0x92cF69d3824518d8B7c15E52100E453f8747f618,0xc7E5Da4e8420BaF497A92a8ca5a6d0B3c97c3468,BTCB/BNB - DefiEdge a3e3
vAMM-BTCB/USDC,0x16348c6e93ac30604555D7fe74347C606E5d520A,vAMM,,BTCB/USDC,Volatile,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,BTCB/USDC - Volatile
aankrBNB-XVS 2206,0x3D53aC3Abec01827cAaE5Bc934d46b171cEa2206,CL,0x0748fb34bcb68d2c055cDfCb9F5bcB3549FcB456,ankrBNB/XVS,Narrow,0xF446E006ebb3cb8fcF31429C393d8976270E30d2,0x701B7D94f512845C9578f1270d7d478624bcd276,0xe59dCe22EB2E170747dFE444898eec4C9295C47d,ankrBNB/XVS - Narrow
vAMM-OATH/LQDR,0x32629Ff547F1E619f4c37A84fD66624cA0ab01d8,vAMM,,OATH(old)/LQDR,Volatile,0xbcBBE1aC1E23c86153b828a15c9DC027cb299cf8,0x702841FF845b878dCB83b2874469Eb624946B1af,0xF8ef74E4a2FF708785e0c41E92ECe16F47D94Fd5,OATH(old)/LQDR - Volatile
IV-22-THE 0053,0x468E041AF71B28bE7C3b2Ad9f91696A0206f0053,CL,0xD405b976Ac01023c9064024880999fC450A8668b,USDT/BNB,ICHI,0x3b5Ab310458D13d39Fc6d65506EB1807F3907449,0x742396b8066f8A7A31B6e381918a72e4DEC2dc65,0x3375aB8DEdBf0A83F8C54Ad475E6E48b42df19a8,USDT/BNB - ICHI
IV-27-THE fEa0,0x1C19E640d2509d3a5ceBDADd35925e4492E9fEa0,CL,0x6B67112aa7b45E8CdC0a93B8D66A6A36e68ae8e5,BTCB/BNB,ICHI,0x8b94E4cDA12F3fd7ff26929deA3C2b41B3f3FeF9,0x0b261bEFdcbca9FCd627D56B8a40287004D8E183,0xfe3f841da036A76278f7F82cD6a9f53285fCaEC1,BTCB/BNB - ICHI
DEShare 6055,0x2f708F0a0945dB7269b01bE252E1c9f201186055,CL,0x1123E75b71019962CD4d21b0F3018a6412eDb63C,ETH/BNB,DefiEdge,0x5A1D548E2fE4B0Da80394d0497B3ad7A20A9BC5E,0xf243c26651DC992C13afa01462E8Dd19c76C62C6,0x787FD141D4CbCDDBEc1Ea3167E0c340D294f345B,ETH/BNB - DefiEdge
aTOKEN-WBNB d726,0x19134D9A91050543dB1574E4689FfFc448eBd726,CL,0xe46261eF712967022e188Dfb3fCC83aCce535C79,TOKEN/BNB,Narrow,0x632Ac298Da5f576DBd7B9bf16B30ed8C327c8A4e,0x673c694044fe29a87A78400d5289F06241f90d23,0x689a9F5E4d097eb6C939899855ab28eA5f0D27FC,TOKEN/BNB - Narrow
aSOL-WBNB eBFD,0x936D06D7BF9Bd851c6cbEE3C18DA654659F4eBFD,CL,0x1B932598da273069e1878E4a1505b6f833462210,SOL/BNB,Narrow,0xEC4cfFbbD5B4391c661345d6961220FB97d38db7,0xfc20c1d0a4F243D050dB7371370e43D7BB0499cc,0x75Fc85D96F37eE4D6516de74d95386ef34d6397a,SOL/BNB - Narrow
sAMM-ETH/frxETH,0x8A420aACA0c92e3f97CDcFdd852e01Ac5b609452,sAMM,,ETH/frxETH,Stable,0xeF206aF047F687529Be45c435256BEEB391fcec8,0x7FABFd1363065535681CDF3fCdc948e868c5A5D3,0x3a007F34B10A8C7af73af7Bd6e4F833dadc5225D,ETH/frxETH - Stable
vAMM-jEUR/WBNB,0x18d6583a0238C141EbEB3bA3e39ba4481312ed37,vAMM,,jEUR/BNB,Volatile,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,jEUR/BNB - Volatile
vAMM-ETH/KOL,0x74A4f4722A4C105eCb9Be131A86d1e0344D4E6aA,vAMM,,ETH/KOL,Volatile,0x14f6D7042662146627d07762eEd0db3Dbaa63da2,0x5233E23f73E8E20B0682e13fA840045E24844258,0xCb107E54cF9814d6d4104Db7eD681AC845b51f12,ETH/KOL - Volatile
sAMM-DOLA/FRAX,0xFD66A4a4c921CD7194ABAb38655476a06fbAEa05,sAMM,,DOLA/FRAX,Stable,0xabeD4aaAd66583827D5f8b66381D0661a32D3D4D,0xD45FC0eE56D9B6f440ed5A705677b5E3398604f1,0x1E0d61C4072f8DeE0C6E1666Bc87d38EAEBe9332,DOLA/FRAX - Stable
vAMM-DAO/USDT,0x56EDFf25385B1DaE39d816d006d14CeCf96026aF,vAMM,,DAO/USDT,Volatile,0x5bFf9d4Fb1857dBb4515c12780dA2b73CFF5133c,0x39d6317DB2a78B91F1672b907937dEEea54996F3,0x4882e82427a881317F9C7f138CDEAAc8447748cf,DAO/USDT - Volatile
vAMM-frxETH/FRAX,0x0D8401cBc650e82D1F21A7461efC6409Ef55C4Db,vAMM,,frxETH/FRAX,Volatile,0x4bba4d4FdDE2C887981A0b55b6f385bAaba58060,0xD392Dac70B885fBcb6C087897D3Bd12513a79ABd,0x96251528F282fE0D6238DF9fC050e02593E86915,frxETH/FRAX - Volatile
vAMM-USDT/TAROT,0x8efeeAE90E67051c4F9130DD4f27d5D443E58A8b,vAMM,,USDT/TAROT(old),Volatile,0xf11aC842B1E7f2AB24f2166E874cd6cB8Bc3F32f,0x9bF00bAE46D3D867477cF82595f4D02C95f3E533,0x346C027a5807d1213263a2f3A0f0EBE097C05f0A,USDT/TAROT(old) - Volatile
vAMM-OVN/USDT+,0x0571e491cBfa2FDb449a329196e01E4fDC9cAF7A,vAMM,,OVN/USDT+,Volatile,0xa33D08C3194d34f49c18f4dd8C8bfE03f16f1c90,0xE85Ee8dC1c6a6337ca551Cdd85312f4fC53cC0c1,0xBaA1a776d49a03f451fA5156aAB73EFd0b97618B,OVN/USDT+ - Volatile
sAMM-USDV/USDT,0x97C4decba0438A4B6F871561963FC41B222dfa10,sAMM,,USDV/USDT,Stable,0x110aE9CA1279E8094950CE011323B5b7DBC85EeB,0xB4749Aaa61fE71F7b82119090406c390c8f4137A,0xB39AdCaf5d3E6A7D81D8AE0681bE7fEA5312FEbc,USDV/USDT - Stable
aETH-inETH 4f02,0x37958Cb88cdD06Ae062e08Ce90D0B2384ae34f02,CL,0x52e3e02B5961292C388A1faE1ce4EaD724D4E806,ETH/inETH,Correlated,0xf304BA6E32C6b5068f091b7189526cA6aC0756E8,0xe9099DF249AE097298D34c6ab66D45aAD94EebE0,0x372A8E421782b7664afE7d87a3Fdf8BAAa6FB884,ETH/inETH - Correlated
vAMM-HBR/USDT,0x5AF2ad763af72c0c4a58D528313A2537e2f9E32f,vAMM,,HBR/USDT,Volatile,0xA5Ef5F7eC6091885B0471Ba581263212e477e49E,0xf8026e60560b4c740Ac9E2721e72F4C6059dA720,0xfacaa3bd51CbEAD5dbbbE0219352c2122337225c,HBR/USDT - Volatile
vAMM-BNBx/THE,0xBB25DD702471aDb5d40df0f382586Cb5CBf49Bd2,vAMM,,BNBx/THE,Volatile,0xbC97dB24644C12734bbfcC9D429710E448e055CC,0x8f8595937414206B83E90F907179334Bc9DD59B7,0x3B8ED49B8C29be74cB6a837D8bF48B7F4e8A4C91,BNBx/THE - Volatile
sAMM-DUSD/FRAX,0x2c3EeC9D939197CaBa5dd2A8271F7665a976A987,sAMM,,DUSD/FRAX,Stable,0x8D62b7E32AcAe1f19A39aB67C979928401B71219,0x2936A69BA0939bb3DeFE2f8c43957ad3490abf13,0xD59258944a36E202969cFe5EE2e588d11f2a8E4A,DUSD/FRAX - Stable
IV-17-THE Fc8C,0x885711BeDd3D17949DFEd5E77D5aB6E89c3DFc8C,CL,0xBF121d987F9635ed6D2f7bB957FBbe163bDEA0E0,lisUSD/BNB,ICHI,0x6090B7C4Ea9C1c0d6b3E9e9277b2aaCbd8160981,0x901aE478E97d7D7d0fa7ac3A0De34567665a2f2e,0x2199384a4973bbd9956c4e4Ad0B7bf8e8bf1Aa35,lisUSD/BNB - ICHI
vAMM-fBOMB/FXS,0xB36a95DE98771D419Df5fe51477DB738D29C4AFe,vAMM,,fBOMB/FXS,Volatile,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,fBOMB/FXS - Volatile
IV-20-THE 93b2,0x853F5dd18f6CCB2Fbd5234Dd4685127e040f93b2,CL,0x1123E75b71019962CD4d21b0F3018a6412eDb63C,ETH/BNB,ICHI,0x6655F4cCF245D9365551e5eB0cf5592748Efd1F0,0x8c6D0Bd0b5FEc1d4E8dab0bbFaFE121F1bd820Fa,0x7F3e30735D2Ad288153cf28402b3AC8824565a2c,ETH/BNB - ICHI
vAMM-PION/WBNB,0xDC1e387fC2697F3737EE197712BfeF9e1101ccd5,vAMM,,PION/BNB,Volatile,0xD089D19e9c9a772C4a0d09A451b55790F152992d,0xeD523a19cF4f31f57008039EF117A7d777FbD813,0xC6964A544c993B919DDcD28ea7410077c2d093DC,PION/BNB - Volatile
vAMM-ABOND/WBNB,0x7868245cAe5834b32B40CEE01f1b536AD75c7D09,vAMM,,ABOND/BNB,Volatile,0xe801f4a95F42b12dBf6dB207Ab01f15625758373,0x5620E36d93a94ED11E943AB73ebFF33112D435F5,0x6Df63474B178E31B0b5D1e43Ef2df38e98d0D18D,ABOND/BNB - Volatile
vAMM-IDIA/USDT,0x0569d7d48255F0ba5D0eAb17DAA9dc32B5108C28,vAMM,,IDIA/USDT,Volatile,0x296D8aAA6D9f4F0a57804e669EAF5c12745dfcFc,0x319aA6cE420FEB3e9ff7929B832E12D7B0Dc301f,0x00CAd65d4eCF853Fe8bDa7A5181679E16A7B492D,IDIA/USDT - Volatile
vAMM-wUSDR/USDC,0xA99c4051069B774102d6D215c6A9ba69BD616E6a,vAMM,,wUSDR/USDC,Volatile,0x867A89CB8EB42007cE2aF9D7089CDAbc7840F11b,0xE8D1d2aC88f16Ab6290AbD6D7FF87Fd48e30796a,0x6422e62Be51F4c915fAb2ce5Dc13836F7642ffB1,wUSDR/USDC - Volatile
IV-24-THE 9302,0xE5e8aB0BbF3653A54e4C8B90cdF2e837797F9302,CL,0xa60a504d92a1C95bda729C3F745B361cA822d6dd,ETH/USDT,ICHI,0x1793620DF5Cf53dBE78001cbc3A87C6EFC611be2,0x23ae9cAC25d493fDfa6e2c28C80219d01d2Aec8A,0xe3f2E584987F31BcaB8fD3B8aF5258F1e29EDa04,ETH/USDT - ICHI
IV-29-THE f060,0x2F6263387F50AF0d0f745B43ACa19ee6a6F9f060,CL,0x203F134156F3fCb2125d7e9c3e705879c786CAda,ADA/BNB,ICHI,0x375c55D626912A45aCae768573291B2Cbb783952,0xAd1EFAca6548865A1167D9A5DcE8b665f19d3b6b,0x8Ab73a1856B91d85D76A05b51d38014De4be289c,ADA/BNB - ICHI
IV-34-THE D089,0x0c85147CaC8B3C93eDD0B38740A331C18dcDD089,CL,0x17661065fBc18e782A259Db2022bC23bC74Bd942,WBNB/FIL,ICHI,0x24C5a9CE02ffb1F484d2B318c7b790D9fEabf24b,0x64BE3345d5C8B168Ec940fDF5F09fa3642B75a06,0x2b218bF2D9cA76a21c1Bb6b30c01868d489A31Aa,WBNB/FIL - ICHI
DEShare 50e8,0xA13303a31549380FaEE49F64c8EEa8A026c550e8,CL,0x6B67112aa7b45E8CdC0a93B8D66A6A36e68ae8e5,BTCB/BNB,DefiEdge,0xED2248519C431FD930964761c48C9765914f63a6,0x36f9280bC6156036047DCCECCe14fBc3163B3c7c,0x3C32EFf63Dad7833d10934d656044E2c0F5623B0,BTCB/BNB - DefiEdge 50e8
IV-25-THE d02E,0x0166b1667Fb7BD91B343fBDDA8e37C844010d02E,CL,0xa60a504d92a1C95bda729C3F745B361cA822d6dd,USDT/ETH,ICHI,0xaC51ea031D2AAC8f12701B1712fBE2A4950369ae,0x99832B21D18c14ef947118Ca0269d281FFe0d4b8,0x193459341eFF89855C98365E2Fc3745B2874A43F,USDT/ETH - ICHI
sAMM-ETH/pxETH,0x40D191474B32E04b907698Ab4cA2a49221253918,sAMM,,ETH/pxETH,Stable,0x3E59c0e2Cf42fD1B7Aa21b5F010acFa4b0a152ff,0xDFB75AD7CD6BDE632cA3D9d66534cDDFEc3A6Cf5,0x211A8F177A919D57Cd8a08C2325019Ce10e552cA,ETH/pxETH - Stable
vAMM-USDT/MMT,0x43A02372590FC4a1B4D2B33eE1575E7f8B4E1720,vAMM,,USDT/MMT,Volatile,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,USDT/MMT - Volatile
vAMM-XCAD/BTCB OLD,0xd9F7096625B65Ac37c09d05c1c4548edfcCe9fBE,vAMM,,XCAD(old)/BTCB,Volatile,0xF738EF4e474ca0BE21397b8690938f7aebbF7918,0x0284A34817144d0cAFfa2f7B80BD1D936B30A9BB,0x7e22016886919b00C9ec4dA16Ca44d9b929877Cb,XCAD(old)/BTCB - Volatile
vAMM-LQDR/THE,0xb33d77159EA381176ab1Eb11475fd65912d83728,vAMM,,LQDR/THE,Volatile,0x62C4527398f92f798F8D8bB5cDd176239761dB95,0xb454b8628Ea2E701366fF97952122A7808Cd3b9f,0xe05205f4AFFce5c5b7b81241Adc4b1e6fb1EC90b,LQDR/THE - Volatile
vAMM-xZOOMER/THE,0x32B2136d62D68B41a6228EC0bC5f8a1CF141bEE5,vAMM,,xZOOMER/THE,Volatile,0x3c26701159Ee78AD9f0c471613983Bb545f9dcdf,0x77ea6447D90FA8dd70668BF479626B0fb4581E9E,0xb55accFbffc293e6ba77505cAceEa22f09FAd77a,xZOOMER/THE - Volatile
IV-28-THE 4C61,0x8Ef2Dc1B902548Ee1844FC5aB889DC14c6C54C61,CL,0x6B67112aa7b45E8CdC0a93B8D66A6A36e68ae8e5,BNB/BTCB,ICHI,0xFc6EEa7542d8275E29740e791ABe6ca868fA7340,0xe64C41eA3F33D7B2F77ACEae16e21212aa725476,0x86952D3aECF59E39466903031849fF771D6be88F,BNB/BTCB - ICHI
