name,address,type,algebra_pool,new_symbol,new_type,gauges,fee_ca,bribe_ca,new_name
vAMM-MIX/THE,0x4174d369DC35BaDE9dEC9d1B032E322517A945Ae,vAMM,,MIX/THE,Volatile,0x59057C2a13e1682A2f2b30D12D9852840d613AA2,0x08af25DecfB857b1fcf1Ac9d16Ab2160Bb528fF7,0x9192B7009EEc46a3125F9c4FE1f228B85FF4F6f5,MIX/THE - Volatile
vAMM-USDT/XCAD,0x1a839f1887A76cfC113a494DF08d3b4343aFCE19,vAMM,,USDT/XCAD,Volatile,0xd695Bb80cF5F665ed76d56fc16232A022087ec9F,0xaff3570aC0c10Bce78259ab594eef196249b1d70,0x7611BD12F498A9abF3500b54C8Ffc56fceBc2762,USDT/XCAD - Volatile
aANKRBNB-ANKR eE80,0x31257f40e65585cC45fDABEb12002C25bC95eE80,CL,0xC8Cbf9b12552c0B85fc368AA530cc31E00526E2F,ankrBNB/ANKR,Wide,0x7E4F069107cf0EE090AF5e4e075dC6Fcc644C61D,0xCE09F020EAE72414B9FE180f55AcF3FDc5138A40,0x8FC6CC3956A8EFbeEc361750f2C6ca9FFa9423f3,ankrBNB/ANKR - Wide
aFRAX-ERN 18ab,0xaC7042feD4E724107fd5778F4a9CAD894A5E18ab,CL,0x1C2D4F310aeA872C5BD55790D2D78Ca7B31992a3,FRAX/ERN,CL_Stable,0x7c1b48217d061401cD55CDad540bc4210055fc0E,0x972c9B10dccE8DB0990cd32e9A8E079b9f3D14d0,0xeD3D7369bFc411c847b1D52e6C8F36809e5a01C2,FRAX/ERN - CL_Stable
vAMM-FEAR/BUSD,0x7d46E0498e485Ca5E5086E900F14A3fCC8A22ae0,vAMM,,FEAR/BUSD,Volatile,0x9ccc3909A836f70b9215c6Cf508257f70C244ffA,0x4e1accC19687AA75D34a288e5d48668d490F122e,0x7fCa029ab221f526c0be1665d6668bB44c741327,FEAR/BUSD - Volatile
vAMM-FRAX/FXS,0x3c9BD1f914D6F0e0CD27a1F77e120c061D1FDbEd,vAMM,,FRAX/FXS,Volatile,0xD206F777aD9d9BDfb16d8a75813D205E00b032D7,0xD645ba5cE47d25B2228324370409331076E26437,0x39304bcc9c7fe2A07Ca7f03c631E26Eb72Bc64d5,FRAX/FXS - Volatile
aSFRXETH-FRXETH 2C3A,0xf937145b516Cff1Ea501CF1210832a5b7ea42C3A,CL,0xd9e98A73102391b3D7d1D94C0c58541aBf99a14F,sfrxETH/frxETH,Correlated,0x9632cAA7800427B582E66f0784A00e4156A430cd,0x8Af4e70Dd6d481F57c5776B82288F06D2b81F31a,0x6343ef6495b6F6B9C624076f09D23e67b19C1976,sfrxETH/frxETH - Correlated
aANKRBNB-ANKR C1be,0x3f8f3caefF393B1994a9968E835Fd38eCba6C1be,CL,0xC8Cbf9b12552c0B85fc368AA530cc31E00526E2F,ankrBNB/ANKR,Narrow,0xd44ad81474d075c3Bf0307830977A5804BfC0bc7,0x036F8ba049C7f4D0454CAe3Dd80bC2f7B50f5726,0x4c51D160351a682d1d59408689FE8eB6629b164D,ankrBNB/ANKR - Narrow
vAMM-WBNB/CHAM,0x0ec098Aa4bC6A31e4f804E653F0488Eb0FEb1a2A,vAMM,,BNB/CHAM,Volatile,0x510c37834E20027E9987c7d85A3040BAD8e1365e,0xDB4B7919E19be5A690A4CE3976A0B1e17f49aaeA,0x9886d65f37444D6388BF3DD0E078319FA3EeA8b5,BNB/CHAM - Volatile
sAMM-HAY/USD+,0x1F3cA66c98d682fA1BeC31264692daD4f17340BC,sAMM,,lisUSD/USD+,Stable,0xB0a69681d82c90B80B689BaF43ccfa6270f1DdE5,0xDf668DE731E524EBfCAb57E91a739E357352a244,0x1c5f9A3464371B441AeAb28E4ed2a23cd1A9c6c3,lisUSD/USD+ - Stable
vAMM-HAY/ANKR,0xa2C2C08AFEFD3CC69B9aab797dEe5a1886388783,vAMM,,lisUSD/ANKR,Volatile,0xd92b1C7A0B00F6d986759d3Ab091286E2d873C08,0x97990Ef087CE2e1e8edD64ED6FcF817289A74060,0x9fb804B8c0A63f3E9e7229FBb42Cc8F3FE5dBC4C,lisUSD/ANKR - Volatile
vAMM-FIL/USDT,0xfF755d0C1C5b9051a3617221e10394742679F5a1,vAMM,,FIL/USDT,Volatile,0x10333aeE460d13c0080e2b73caCAFC1a1C4997Ad,0x7D9048FC697A2EA1EC14cac23eBE8E697A61F806,0x1Fae821E4b5AE0516C357670794Cc814C11e2569,FIL/USDT - Volatile
aBNBX-USDT 2dA2,0x88e1cE1E3E0171c83150844bB2f0bD2266802dA2,CL,0x3A8B7E833793Ab906403238853db34BD3231508D,BNBx/USDT,Narrow,0xcF37Bddd36fbf113F60f7aB7fc15997819007b94,0xA9d48669D0F28aEf9491AE0fD1ebD59cDc1a4455,0xb98fEa13B785e559300aBb2B0a091E7D0d8ac9d2,BNBx/USDT - Narrow
vAMM-USDT/PRIMAL,0xde72DD50Dd0ca9C8c48b04F74c5246B5545969D0,vAMM,,USDT/PRIMAL,Volatile,0x3dEF3D9d34280F1F5C4809ea3b7713eF33102443,0xAEdA31A6910daE94Af92A83726C9f22b8369Bc8A,0xDEbDA20607b400607b1A68e722149c76a305fcf1,USDT/PRIMAL - Volatile
vAMM-FTM/WBNB,0xf753B7E59e1c010B5FD89737E874D4CA51D9cc23,vAMM,,FTM/BNB,Volatile,0xC5351D3eb8b8B30c9Da8E7B88EbD37176C5e0A65,0xe121F8d71585AB87E8F528b4151323fDE7c21d86,0xf36785AaD4e034fe0cDD706666C367CEe6451550,FTM/BNB - Volatile
vAMM-PRIMAL/BUSD,0x721f0607e3B3ad025c3f996EF412A62AE461b15F,vAMM,,PRIMAL/BUSD,Volatile,0x36E56f65B9F5c756289811A4c55923AFbFf31BBe,0x1939098FF60ccC1ccfE4F367c9a4d54771d142f7,0xbCD57C82d8A267Ae5A3bF88561Fdcd3E33FA7924,PRIMAL/BUSD - Volatile
aBNBX-USDT 3aBD,0xAcB6a2c03c8012C2817EFC4d81e33cc0978e3aBD,CL,0x3A8B7E833793Ab906403238853db34BD3231508D,BNBx/USDT,Wide,0x2a2d5Fc3793019C71ce94a07B85659943b832E41,0x4344A1B35D576117aEd6bDa25660A8f0E73bb6df,0x148D57Cd07E5e4fE78D112494797CA030c4aa813,BNBx/USDT - Wide
vAMM-XCAD/dXCAD OLD,0x3f4d5c667D918DcE84c89cC63998776d21081089,vAMM,,XCAD(old)/dXCAD,Volatile,0xE6cB40Ad339f673c5bB302da5Fd80aCF9267BD98,0xB954FA34Cca698a35FfEf27fF4f8Ed2cA1083662,0x1499d8D247221aF454d80255eD91CC4323a2A6b8,XCAD(old)/dXCAD - Volatile
sAMM-USDT+/USD+,0x1561D9618dB2Dcfe954f5D51f4381fa99C8E5689,sAMM,,USDT+/USD+,Stable,0x3877c2C3D75aE80f2Ed8E9d4d68e3C1BFc77e5A6,0x921c8388e14E58d30BF2aAe0F5F7e5FE35dD0d78,0xE00a0d3e6fb3d1756986b2D177790226bb9Cb14b,USDT+/USD+ - Stable
vAMM-eTHENA/WBNB,0x9798a3835c8C87bD92803C3A248aE0042FBE4c6c,vAMM,,eTHENA/BNB,Volatile,0xC3b03e57677E4015eEec4e7ceC467cE71B7d1FF4,0xe87400A25576E7f135fA202822a235A1533C9265,0xA6DdA6dA3B6cC0dc4A70B0CBcB91dA34dE23C75d,eTHENA/BNB - Volatile
sAMM-DAI/MAI,0xe03e9EcC7d4C45c6985bfB909D9Bb3ACa5Ef18c0,sAMM,,DAI/MAI,Stable,0x4C03928ecCc1c4505ea8BdFE748120Cd2668D4b8,0xd64F5BFB971B225D9b98f48117758143FAc4ec10,0x7462A36f6deEDa289Ffa2B84dC20fB3Cba792624,DAI/MAI - Stable
vAMM-SD/WBNB,0x7dceABfaceBd27f708FD9E6918c431d747D4Bf0E,vAMM,,SD/BNB,Volatile,0x490931dc67173805b258b8Dbc572617d3Ddc3758,0xd37C5c3F026BbbAd0663B41D07b9347F16762ddc,0x0cf7CD6729D5Da4A3dBCbBca0AE1F49366c38B76,SD/BNB - Volatile
vAMM-GRAIN/WBNB,0xa6Da07730D7E9E5732E6483ceC67573e00ef45E7,vAMM,,GRAIN/BNB,Volatile,0x1E33a156c694D0C35C579094C76eE87F501257D0,0x248bA0b38E0Cdf35F8BdFC3B2CAe430Dfb911136,0x6DD7eABcd601004ba6936571C9E7AE8FF21bFe00,GRAIN/BNB - Volatile
vAMM-XRP/WBNB,0x29203F0a3C733E9B605717f9b2ABFbb140740f58,vAMM,,XRP/BNB,Volatile,0xf1EeD8522033C5A04F8Eea8B9d82D5D7d3C1962d,0xA8272E0800a7a9A35Af66412f364b904dA19A8Be,0x1f4EeB312fC8676e2806Ba6aA3f086e5A083777b,XRP/BNB - Volatile
vAMM-BNBx/USDT,0x19420fa1D0E350b5d46a8D3B24Ff2421744eB54E,vAMM,,BNBx/USDT,Volatile,0x2B66EEBfce76486bc023AA5D8526cC6C89b52e23,0xC1BDdeA0055a22daDc82F5DEcfE488bfEDF49FBA,0xed85fBec34161B073bb7410a94060462ae65D9dA,BNBx/USDT - Volatile
aANKRBNB-LINK 587A,0x641BF11daa7e8089ac7C813A71402f1e3726587A,CL,0x643d9573c78599c8451a90794D34dD1aAB0663cd,ankrBNB/LINK,Narrow,0xE6Bd8f09d60c8b088269D0D33Ff743CD79fEb1AA,0x43355d162C4023921974697c7fE1f962D442a7E2,0x1667b20ab79A2dE352bd439ef75beFbcB1F0d12B,ankrBNB/LINK - Narrow
aBNBX-ERN f047,0xFEf51Cdc788da1c328639551597cE495f199f047,CL,0xc7426Dce489E6b2d580Fd480Ef72D57e5d7643f5,BNBx/ERN,Narrow,0xAaA4F484E4d89EF56a0FD7fdFeAe81Fb3a470572,0x1b3a1b24FD0B043999f96Ed2EF8156DaC7C22dbf,0x7151f482308F2b77F4A25dDb75e2D305DD60ee3d,BNBx/ERN - Narrow
vAMM-USDC/dXCAD,0x565F87C3D57bB990f138927f1E0cbb268A3E72dd,vAMM,,USDC/dXCAD,Volatile,0xE7baA1EeDCf394C83A3EC5BBc5696e66824dc456,0x1FB4f81590643cAe94782918bf844F8B55394248,0x75cBd35Ad1630E950826c45Bd5918285f4c76D15,USDC/dXCAD - Volatile
vAMM-XRP/XCAD OLD,0x2127bd04dDc9d8d1a4fAfCd96b4D4D81153831BC,vAMM,,XRP/XCAD(old),Volatile,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,XRP/XCAD(old) - Volatile
aUSDT-BTE 5bc0,0xA59e44B69Ff2C5B414C6F1cECDB3bc612cd35bc0,CL,0x9D49003383aB126C563ae2B7d545DB003e657F53,USDT/BTE,Wide,0x325279dcBcd8015AA1B15dC2C32dC415b5A13428,0xD26939B8a1076bF3b0832AF9df7176FCD4ea2FEd,0x5867CfDB47A02cffaafAF35BC33516216FD343fC,USDT/BTE - Wide
vAMM-ETH/LINK,0x1Abd186f1bA4cF6CFF32514454Da180C05e6Df21,vAMM,,ETH/LINK,Volatile,0xd9E78BA3A992F99d3652Bbd2f9E3105bA5143A2f,0xD93e548f1423b50F2B455cBD611D74cE4C304EB8,0x3B09D40A0302e532384394fAfDFf696290E8340C,ETH/LINK - Volatile
vAMM-BNBx/SD,0x9698e0c7af13B6cEF8017A5c34eb2B3d053C491C,vAMM,,BNBx/SD,Volatile,0xcC51Cf273D7Bf3A9318C2Db35beCAc9EB2ef7D0a,0x849061dDE9a2f2f37Dd8e8eA3862d1500488d8f4,0x9b2bA26F83bD4c639a323064A66A96c18CE5D2B5,BNBx/SD - Volatile
vAMM-USDC/FTM,0x535AEEab656c0fBb07DA64fe4AA3A15Dfc6834C8,vAMM,,USDC/FTM,Volatile,0x5912f22C57A4758086235b6DD290537cfB8E07BB,0x5a388cF16C739dbDc1c9aAB6882a46E224014f94,0x079F4C2a9C243CcB3d72d06EBDE8F8773e05cA3f,USDC/FTM - Volatile
aANKRBNB-THE 4a5f,0xD2F1045B4E5Ba91EE725E8BF50740617a92E4a5f,CL,0x059eDC38A9Ef11a64fbECC2c30C991eCcA51d962,ankrBNB/THE,Narrow,0x08dE2140aa0B2Ab6011A8FC7D6755BEc0903caf2,0x52D96D104b3957eE03540Ef036Cb661127653e0F,0x10E4Bbda02ac7061E96B66f617928045fDa54E22,ankrBNB/THE - Narrow
aUSDT-PENDLE eCD0,0x05F3ABD2B008e8b36a410F3C42E703cB776CeCD0,CL,0x8e3ae967604DC4B4ba676e6D34ac603Fb07fc921,USDT/PENDLE,Narrow,0x6159847C54F9aeEB8545A95C1f2FDc3C9DA6FD35,0xc4920Ccd0113FA106495886d8De8AE342069f3eB,0x8485cf264058895855C1a7461fa59FF931e87291,USDT/PENDLE - Narrow
aETH-STKBNB 7ea9,0x5F4cED6237BBB278b693a2b46d3ef1f45ba27ea9,CL,0x8b41d72def3867E19f2285B45DA655e24928018F,ETH/stkBNB,Narrow,0x0A4e8987E60A8360Bf237C67F04bEE939FE071B8,0x41bE772a72a9787194321Cc28CFba85191A8a308,0xb957BF87e3F3E93dE7C235Db9b8c2FfeB3fbA8D3,ETH/stkBNB - Narrow
sAMM-USDC/FRAX,0x512909b2bCeA4348Ea3284Bd167095deA10F2F40,sAMM,,USDC/FRAX,Stable,0xcFf4fd0cB59E8F0c16D459D0F125E68e05e6fE0b,0x17e0c1737D3DE83f31367b3822b8600bc294Ea08,0x496c1A27A44862181BEc4d2728FC15397daf6f5f,USDC/FRAX - Stable
vAMM-ETH/XCAD OLD,0xe2d25A87e97a1016c35F736Ea77A4d6Bd1919E74,vAMM,,ETH/XCAD(old),Volatile,0xA342DfFc59BB8df1e00129cEb0a244d0B1343591,0xB701282c36C12F87758F4fE8b7b1B242b97004BA,0xC45Ec55A4cdce8d68C4dffC9f460E79523480603,ETH/XCAD(old) - Volatile
vAMM-XCAD/THE OLD,0x3A569CeF2c6445d198F90d3D87DbFa3C7977cEb2,vAMM,,XCAD(old)/THE,Volatile,0x7c6C485b536F8403464f45D6246ea2D1bC412CC8,0x5570D510e5Ec34fE4c781C03eEDC9CF5185aAe37,0xbe39bdA0D8Bb1153dA9cE7BbA41513fA8F502D9f,XCAD(old)/THE - Volatile
aAXLLQDR-WBNB e1ce,0xAeF5143CC00D91bE796e51cc833D6eeb3e23e1ce,CL,0x8171E3aa02f684bd4E8E04Dad286451318cf27a9,axlLqdr/BNB,Wide,0x282fA106aA900c0E221aC177EF968B703AaD1bE8,0x1f3a8a2CCCDA99bE15E73a1434bc4b292cbbb220,0x4166E239B3D66bA9659ebB566BdD190d9191E85e,axlLqdr/BNB - Wide
aankrBNB-XVS 33f4,0x2f25C65815c4b9b80468C3a7228699D33a2d33f4,CL,0x0748fb34bcb68d2c055cDfCb9F5bcB3549FcB456,ankrBNB/XVS,Wide,0x86E0d396763Ee02869C5D425AfB74F1534ce2e1F,0xd81A1b1587374406882e18D8a37573d968194D9A,0xD2aFcc8B5fe91a547d549062D5A0cf5960Ec8265,ankrBNB/XVS - Wide
sAMM-USDT/USD+,0xea9abc7AD420bDA7dD42FEa3C4ACd058902A5845,sAMM,,USDT/USD+,Stable,0xC031B5218704eb0F9D33956A2DbE26fACAddB80c,0xA6579fA1295DccA02F461bD8438ff12ba3597D12,0xaC4152d6aC8DBC3D02ae5844C3a24B7914736C20,USDT/USD+ - Stable
vAMM-FS/BUSD,0x6440889ed931cA08a0A06b064CB233138e8a263A,vAMM,,FS/BUSD,Volatile,0x78Eb102F0bAf637a3fD21c769fC72cCac9C6BFbC,0x5B307E5Ba87d01F34A6cE3a6Bf0EC4d519BAF6ff,0xb19E4a627d991CdaE9E45ea58B99e91079AA2a66,FS/BUSD - Volatile
vAMM-HAY/WBNB,0x307936b725272Ec6Eb19d4d539207554f31E6231,vAMM,,lisUSD/BNB,Volatile,0x439ACAcac553c58f26ef46fF627E2F3A4c026a5E,0xE5C69d54DB292fB5E0fFdD9AEBbA28d8e4f5Dd47,0x83a183952b61355A66dFEa080886fD2D1037a287,lisUSD/BNB - Volatile
vAMM-IDIA/C98,0xeB6E35fe9f507eb1A35fb048584823652D4D2797,vAMM,,IDIA/C98,Volatile,0x47644450C15718D740fD79720f61c774fb6dc354,0x02Cf8Bf02B9952a6A177afb016752dB9e1779220,0x37D2Be8173Fc4f16b30d0c508DDeEcC641714355,IDIA/C98 - Volatile
vAMM-FEAR/THE,0x3CE33Ef9F2971b4877d39718dbFEE7C01AC0CAB6,vAMM,,FEAR/THE,Volatile,0x5F3fc633d0332e40e8b196Acd6E18E2822c3287D,0x00CCb7859C2bb9237993c30376A3dB38F1f000D1,0x5A9f80D26e0Df884e4138B653B513a0B12E64E85,FEAR/THE - Volatile
aUSDT-OOE 1974,0x88db83B049e6996b7D599CD14665e2A875b61974,CL,0x3401Cf94c6F81347b426Df1D0f6269b7A24fEb2E,USDT/OOE,Wide,0x637bFC4c53b26F0ad287401B2477BF1af9cB7A00,0x30adA95e13a1Ea116d80c79D9aD94f5F22dE60Ce,0xda447227A7670020C621f82497e25710517AD589,USDT/OOE - Wide
vAMM-USDT/LQDR,0x89590BFDF3c5E052A27D5727fe1fD17d3026f41d,vAMM,,USDT/LQDR,Volatile,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,USDT/LQDR - Volatile
aPNP-WBNB C4FF,0x2eb01cba9bd6EF07Fea4670998f096dE8a83C4FF,CL,0x187784bC6812b056f4a54d84CDC98075F2d2eec6,PNP/BNB,Wide,0x56335D9015A1e5BF1CFCe29304F3A70CC2BA1d5e,0x726Bf3b83E5eC3f5942D960D2BA227AFa365C484,0x1045C74713831CCc7c4a128a8a7a641aC34f0dCE,PNP/BNB - Wide
aUSDT-LISTA ff22,0xab092C47b23fBa03Ac1F0EC5F8E94110eb5Fff22,CL,0x755a52d29B24d6871899a84F476339183e9Dc95d,USDT/LISTA,Narrow,0xFdA89bc1FA5CFBA791Eb6bDBda6Fe06669208dd6,0x0FfA43033A45d48D6ee55FbB91d7001D547d9DD5,0xBCf09f87ED9207dCf9EE5f89c8980ABE9f5C0402,USDT/LISTA - Narrow
vAMM-THE/FLOKI,0x82A72d1eeCb8fFFAbbD0073Db95D06bAC1577E09,vAMM,,THE/FLOKI,Volatile,0x90891Ce21D73A46a76cC320A372CcaBad661763D,0xe79bD78d3eD454ef99441Fd67ddA2cd8F88AEb97,0x86E244F94091c730C96DB36c53DE28a42D9C50d2,THE/FLOKI - Volatile
vAMM-WBNB/PRIMAL,0x6DeE59C19FD1D067BcCDE52640bEcb43c820214d,vAMM,,BNB/PRIMAL,Volatile,0x872AaE4cAc7dcf9F42dc6E3c09fF3bF478Ed0d68,0xec857ABbd2Bb729af12189c76D99F6A222Db95E2,0x7b10226eeEA5844806Ac690996d57379331E3812,BNB/PRIMAL - Volatile
vAMM-IPAD/BUSD,0xc54f536FF19FFcE40A82cCa2903B1D7D48Af69e4,vAMM,,IPAD/BUSD,Volatile,0xF42b091224625d411561fE525BB59956dAB4c9C1,0xFDe616174238615E0e92AD5d613A95a35c4ff5dB,0x614Afbbef6F89A2C2C5987C6d3F1361A5166cB4D,IPAD/BUSD - Volatile
vAMM-fBOMB/THE,0x18c12680ACA1A2660ADC88751b49bd156f435b3D,vAMM,,fBOMB/THE,Volatile,0xd9694Bb4538596dF94Cc6A76145560097865Bba4,0x6964242C920689C1049EA3c29dF10fA99d6e3600,0x7179d4B36344410DFd00532600fa5089b90c4fEC,fBOMB/THE - Volatile
aAXLLQDR-WBNB Aa30,0x947Fa4F702CB6769034f17451241a9d0568DAa30,CL,0x8171E3aa02f684bd4E8E04Dad286451318cf27a9,axlLqdr/BNB,Narrow,0x457eFa9065Af5205407d2cdc73f79368da8532da,0x0073281fdA9F33700529B0154bA12696327f2Ba2,0x60a41DCfbC72B809E27CE3D6961fd4480B6F04B5,axlLqdr/BNB - Narrow
vAMM-FITFI/WBNB,0xd9f88F54a73B37463fb8F15ece98e0D1DcdCAAB6,vAMM,,FITFI/BNB,Volatile,0x786Af790d78cA636ff365a06b743F21df249FD37,0x880fAA55Ab800941613F68B38359Cfe66BF1cf94,0x7418c6B63382E4DdF5D46D8eD820D5C743701554,FITFI/BNB - Volatile
vAMM-BTCB/GHNY,0x7B00238CDA460127E4d2CD6cE59155AaB2A5342D,vAMM,,BTCB/GHNY,Volatile,0x55272839d6D290088148144f637bF7cf530F91ed,0x5F05631f8B4c07566AEF613f575c1ec16d50AF09,0x83505a68036C7ed07fc613301206E01354Fb0a4f,BTCB/GHNY - Volatile
sAMM-USD+/CUSD,0x150990B9630fFe2322999e86905536E2E7e8d93f,sAMM,,USD+/CUSD,Stable,0x87644FC2d1Fcfae48b0B51282Ce8b5A4081ec68B,0x80fFbE849da43DBE54C715ecDD8c7B4E36c52B74,0x8077d5A4728f6CdEbEF8503c8F66C39633AF347D,USD+/CUSD - Stable
aFRXETH-WBNB e7a9,0x4d8b720f4625E083a313d13267A8b5e2F186e7a9,CL,0x6eb8A743723216a0De043c554c85E447B0D59E2e,frxETH/BNB,Wide,0x5dAD2D8D3Bf5bCEFBaE58396162785bd4080CE48,0xACdC1B24DbD48ce40D7d2a38b5925f9AA77F3e95,0x84160B0b79ce1900A2799456eD1dB10892d786b9,frxETH/BNB - Wide
vAMM-ID/WBNB,0x1663786974fecF742BdEA32222C96BaE58d0Fc65,vAMM,,ID/BNB,Volatile,0x4A79cc9DB438F8DfF9290ABBc2439BCF82Fd9292,0xE64cA21F6ee61eEeD3A2c64cc84875c8e730E43b,0xeF299f3eEA75408F0FA363062b8092bBAA42D396,ID/BNB - Volatile
sAMM-USDC/USD+,0xbF9dC59A2370f1E11Dc34c889C69d56BD7786db6,sAMM,,USDC/USD+,Stable,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,USDC/USD+ - Stable
aSolvBTC-BTCB bea8,0x079092A9003A80782E277CC76ccA05576563bea8,CL,0x575A951aD021d4297ac125Be88eE4620652D5C12,SolvBTC/BTCB,Correlated,0xd0f2b1C83544426d8De428736C098c63F79d36a3,0xADE474614f521C5dCdBF5E988D3C96d5826eC2Cf,0x96BFd1829b0ddc061bE1A747F16854156ad28404,SolvBTC/BTCB - Correlated
vAMM-TAROT/BUSD,0x928FE97eEe1f921D80F25DC2EeA1dF280704fD03,vAMM,,TAROT(old)/BUSD,Volatile,0x77d7d83668b37C48d30077cC2385aCC36DeC8102,0xd4C1e7d1967D3aA3f204A67b95D8c7FA47CDCF60,0x86353d356BA8291abACDa96F3AE829750BE08367,TAROT(old)/BUSD - Volatile
vAMM-GHNY/THE,0xf581b44FFD48eb84d984CaBABe7221F3fc85FbE0,vAMM,,GHNY/THE,Volatile,0xbA7a0B44beD33E52eab242342572FE451bED0072,0x0F1443308777789E5196B5FEb0B91B346091F131,0xDeF43Fa19bd82206CaC6c2236FfB84807207712E,GHNY/THE - Volatile
vAMM-WBNB/multiBTC,0xE2256f71F3Df4765A3602db66747eA87a71057b5,vAMM,,BNB/multiBTC,Volatile,0x7739f50dbF32735907f7ecd56E0492eeb6E83F44,0xE1134553FC6D3b215b27e805E6c8Ba864b3eeD9c,0xE6caD482d68c148df21E6D1b461505Ac3Aa6c471,BNB/multiBTC - Volatile
aUSDC-WUSDR 9891,0xF7369B1D005F2cbB1887233B5aa0CB0B39fB9891,CL,0xcbdE6C4f202eCc13267fD53913bc44B4Dd6eF998,USDC/wUSDR(v3),Correlated,0x56019Fe949C29Ec8b895cFFAb3292564CD1C3e42,0x7D7Eb762Cd55547c5b0cd81eb85B766674C5589F,0x476a8b2b5A3Ce197939E35bf46b223fF748119Ae,USDC/wUSDR(v3) - Correlated
vAMM-JRT/WBNB,0x4DbcF190cbdf69f3b013DA6FBB911943237ab913,vAMM,,JRT/BNB,Volatile,0xbf9014DA4635427079F021E2A37d70e0Ce2280f7,0x3ee7FA9e0B90f7eDd63518A5E31878F672B76672,0x872B1CF7491cAb32434e0CBC045aD80375505048,JRT/BNB - Volatile
vAMM-AVAX/CHAM,0x6dc3C6efDeaF592C2d82Add41d7D42e00097Cf4f,vAMM,,AVAX/CHAM,Volatile,0x35De3850BeDb6f1545EdBbFa3B71ef715EbCFE7D,0x2E044Da1250df636F189bd44079cc1F7B3325cFf,0xb2b5dA6eD31A708d5ea25D8fE41c4a6d4dCa4302,AVAX/CHAM - Volatile
vAMM-ankrBNB/ankrMATIC,0x372E0Fae9Dcd0a0b3CF184072b5F2A17A2b53d92,vAMM,,ankrBNB/ankrMATIC,Volatile,0x47E8C6929932f016A8372f5c26BD26676888Be35,0xf35c3D90735E13D598231E3c36B32d07Fff866f7,0xC95bA3308fe2C3ED383f427941CA8A3A17A7Fb32,ankrBNB/ankrMATIC - Volatile
vAMM-USDT/PLAY,0x6357f7A66e0A251E1B7aCAa54CF754a14b54ed80,vAMM,,USDT/PLAY,Volatile,0x55C83f2CF1Ef5EF83A1888F11A422DFb8766DAc8,0x27053c85801aEdaf976787FBdB3481f98a80A754,0x699aF45c58bCB18012acFf1dA555660EAfE08524,USDT/PLAY - Volatile
vAMM-CHAM/THE,0x761327Ad8409Da88BD5485487b8f64B9A5295DD4,vAMM,,CHAM/THE,Volatile,0xFeb05aaf9F7E709D3eCcB5D055966ea6a0be1eE3,0x27Ce6af1597e3d84d673689d0Ce8625B1343fFC3,0x7425CB0513bf057D157C9E9Ad69337C2d5334F8a,CHAM/THE - Volatile
sAMM-MAI/FRAX,0x49ad051F4263517BD7204f75123b7C11aF9Fd31C,sAMM,,MAI/FRAX,Stable,0x2Ee5d2bAA34E86F4af9D727dF1FF6CeD2dDBdC40,0xC47B38400031B6808Abd61b1f4868AA86c5E0e8d,0x5c2c0E71FdaFF857A9E5eF20548D043bfCC72F1b,MAI/FRAX - Stable
aBNBX-THE C5be,0xCd8A745f72f4AA0334F5DD1deAF2f19cD9BBC5be,CL,0x1335Ffc90516b022425dBcFe4eA3610aA45f6C3E,BNBx/THE,Wide,0xAa0c2A8cC48651aA0adFCC1457752746B71587D4,0xc35D744d2f54Adc062f86F131BA29466828e3304,0x74cd6a8B28Ad21aA3A6e88d1e5513B6198F8950e,BNBx/THE - Wide
sAMM-USDT/FRAX,0x8D65dBe7206A768C466073aF0AB6d76f9e14Fc6D,sAMM,,USDT/FRAX,Stable,0xB34dFF23AB5B612Eb21Ffd8A151eFf452899f0f1,0x53FF9427c0022262E4b81868f0F249a2351d7014,0xDACD7870c8C0e96525c599DE8E47CD0e44D4DABA,USDT/FRAX - Stable
aETH-XCAD A245,0xB1a0e5Fee652348a206D935985aE1E8a9182A245,CL,0xfB0e434EBa0A467cd3f47cEC5De63f4385861eA3,ETH/XCAD,Wide,0x772aAE6a3BEfb989299A02e68AC598F9f2423Ee7,0x9A3e0C6F12ed45349b4f8E23e513d48CB33B19F7,0xC786a80Bb29d837662dD6266b3d39c0129c5B032,ETH/XCAD - Wide
sAMM-USDT/USDC,0x618f9Eb0E1a698409621f4F487B563529f003643,sAMM,,USDT/USDC,Stable,0x6e1ae9480F393Aad98A034d382F86493963694c8,0x7521C09649C1470f93a41891b81f80bd66a7E1Ad,0x7208CF0255D9Ce40f0372e23Caf793e590702CE4,USDT/USDC - Stable
sAMM-sfrxETH/frxETH,0xc2D245919dB52eA4D5d269b0C710056639176eaD,sAMM,,sfrxETH/frxETH,Stable,0x24EF4203cFe8b37688A74dfa6320Dc0758fe22E4,0x21F87734030e6f702fA11b82fCD24B8d9f550743,0xAd8779FEFD8E531449ddBdcbcfe658405F7ab768,sfrxETH/frxETH - Stable
