[2023-04-30 00:35:39,282] 	INFO 	26 	day_data.py 	<module>() 	Day Data Started
[2023-04-30 00:35:44,804] 	INFO 	68 	day_data.py 	<module>() 	Day Data Ended
[2023-04-30 00:35:46,155] 	INFO 	36 	pair_data.py 	<module>() 	Pair Data Started
[2023-04-30 00:38:02,555] 	INFO 	105 	pair_data.py 	<module>() 	Pair Data Ended
[2023-04-30 00:38:03,693] 	INFO 	39 	bribe_data.py 	<module>() 	Bribe Data Started
[2023-04-30 00:42:08,390] 	ERROR 	152 	bribe_data.py 	<module>() 	Error occurred during Bribe Data process. Error: Expecting value: line 1 column 1 (char 0)
[2023-04-30 00:42:09,281] 	INFO 	24 	revenue_data.py 	<module>() 	Revenue Data Started
[2023-04-30 00:42:13,958] 	INFO 	72 	revenue_data.py 	<module>() 	Revenue Data Ended
[2023-04-30 00:59:29,668] 	INFO 	23 	id_data_v2.py 	<module>() 	ID Data Started
[2023-04-30 01:00:53,393] 	INFO 	119 	id_data_v2.py 	<module>() 	ID Data Ended
[2023-04-30 02:07:07,393] 	INFO 	23 	id_data_v2.py 	<module>() 	ID Data Started
[2023-04-30 02:09:30,077] 	INFO 	119 	id_data_v2.py 	<module>() 	ID Data Ended
[2023-04-30 02:30:33,886] 	INFO 	26 	day_data.py 	<module>() 	Day Data Started
[2023-04-30 02:30:37,902] 	INFO 	68 	day_data.py 	<module>() 	Day Data Ended
[2023-04-30 02:30:38,856] 	INFO 	36 	pair_data.py 	<module>() 	Pair Data Started
[2023-04-30 02:33:01,389] 	INFO 	105 	pair_data.py 	<module>() 	Pair Data Ended
[2023-04-30 02:33:02,295] 	INFO 	39 	bribe_data.py 	<module>() 	Bribe Data Started
[2023-04-30 02:39:07,714] 	ERROR 	152 	bribe_data.py 	<module>() 	Error occurred during Bribe Data process. Error: Expecting value: line 1 column 1 (char 0)
[2023-04-30 02:39:08,344] 	INFO 	24 	revenue_data.py 	<module>() 	Revenue Data Started
[2023-04-30 02:39:14,974] 	INFO 	72 	revenue_data.py 	<module>() 	Revenue Data Ended
[2023-04-30 03:06:09,224] 	INFO 	26 	day_data.py 	<module>() 	Day Data Started
[2023-04-30 03:06:13,729] 	INFO 	68 	day_data.py 	<module>() 	Day Data Ended
[2023-04-30 03:06:14,982] 	INFO 	36 	pair_data.py 	<module>() 	Pair Data Started
[2023-04-30 03:08:14,899] 	INFO 	105 	pair_data.py 	<module>() 	Pair Data Ended
[2023-04-30 03:08:15,877] 	INFO 	39 	bribe_data.py 	<module>() 	Bribe Data Started
[2023-04-30 03:11:21,002] 	ERROR 	152 	bribe_data.py 	<module>() 	Error occurred during Bribe Data process. Error: Expecting value: line 1 column 1 (char 0)
[2023-04-30 03:11:21,699] 	INFO 	24 	revenue_data.py 	<module>() 	Revenue Data Started
[2023-04-30 03:11:27,915] 	INFO 	72 	revenue_data.py 	<module>() 	Revenue Data Ended
[2023-04-30 04:12:13,815] 	INFO 	23 	id_data_v2.py 	<module>() 	ID Data Started
[2023-04-30 04:13:52,558] 	INFO 	119 	id_data_v2.py 	<module>() 	ID Data Ended
[2023-04-30 05:09:50,789] 	INFO 	23 	id_data_v2.py 	<module>() 	ID Data Started
[2023-04-30 05:11:36,660] 	INFO 	119 	id_data_v2.py 	<module>() 	ID Data Ended
[2023-04-30 06:07:27,063] 	INFO 	26 	day_data.py 	<module>() 	Day Data Started
[2023-04-30 06:07:32,045] 	INFO 	68 	day_data.py 	<module>() 	Day Data Ended
[2023-04-30 06:07:32,981] 	INFO 	36 	pair_data.py 	<module>() 	Pair Data Started
[2023-04-30 06:10:00,269] 	INFO 	105 	pair_data.py 	<module>() 	Pair Data Ended
[2023-04-30 06:10:01,167] 	INFO 	39 	bribe_data.py 	<module>() 	Bribe Data Started
[2023-04-30 06:13:51,785] 	ERROR 	152 	bribe_data.py 	<module>() 	Error occurred during Bribe Data process. Error: Expecting value: line 1 column 1 (char 0)
[2023-04-30 06:13:52,523] 	INFO 	24 	revenue_data.py 	<module>() 	Revenue Data Started
[2023-04-30 06:13:59,523] 	INFO 	72 	revenue_data.py 	<module>() 	Revenue Data Ended
[2023-04-30 07:03:42,105] 	INFO 	26 	day_data.py 	<module>() 	Day Data Started
[2023-04-30 07:03:46,349] 	INFO 	68 	day_data.py 	<module>() 	Day Data Ended
[2023-04-30 07:03:47,312] 	INFO 	36 	pair_data.py 	<module>() 	Pair Data Started
[2023-04-30 07:06:03,615] 	INFO 	105 	pair_data.py 	<module>() 	Pair Data Ended
[2023-04-30 07:06:04,534] 	INFO 	39 	bribe_data.py 	<module>() 	Bribe Data Started
[2023-04-30 07:09:07,191] 	ERROR 	152 	bribe_data.py 	<module>() 	Error occurred during Bribe Data process. Error: Expecting value: line 1 column 1 (char 0)
[2023-04-30 07:09:07,868] 	INFO 	24 	revenue_data.py 	<module>() 	Revenue Data Started
[2023-04-30 07:09:13,820] 	INFO 	72 	revenue_data.py 	<module>() 	Revenue Data Ended
[2023-04-30 08:07:09,012] 	INFO 	26 	day_data.py 	<module>() 	Day Data Started
[2023-04-30 08:07:14,369] 	INFO 	68 	day_data.py 	<module>() 	Day Data Ended
[2023-04-30 08:07:15,712] 	INFO 	36 	pair_data.py 	<module>() 	Pair Data Started
[2023-04-30 08:09:40,307] 	INFO 	105 	pair_data.py 	<module>() 	Pair Data Ended
[2023-04-30 08:09:41,210] 	INFO 	39 	bribe_data.py 	<module>() 	Bribe Data Started
[2023-04-30 08:12:49,115] 	ERROR 	152 	bribe_data.py 	<module>() 	Error occurred during Bribe Data process. Error: Expecting value: line 1 column 1 (char 0)
[2023-04-30 08:12:49,742] 	INFO 	24 	revenue_data.py 	<module>() 	Revenue Data Started
[2023-04-30 08:12:55,640] 	INFO 	72 	revenue_data.py 	<module>() 	Revenue Data Ended
[2023-04-30 09:04:25,557] 	INFO 	26 	day_data.py 	<module>() 	Day Data Started
[2023-04-30 09:04:29,098] 	INFO 	68 	day_data.py 	<module>() 	Day Data Ended
[2023-04-30 09:04:30,145] 	INFO 	36 	pair_data.py 	<module>() 	Pair Data Started
[2023-04-30 09:06:48,595] 	INFO 	105 	pair_data.py 	<module>() 	Pair Data Ended
[2023-04-30 09:06:49,582] 	INFO 	39 	bribe_data.py 	<module>() 	Bribe Data Started
[2023-04-30 09:09:57,716] 	ERROR 	152 	bribe_data.py 	<module>() 	Error occurred during Bribe Data process. Error: Expecting value: line 1 column 1 (char 0)
[2023-04-30 09:09:58,467] 	INFO 	24 	revenue_data.py 	<module>() 	Revenue Data Started
[2023-04-30 09:10:04,994] 	INFO 	72 	revenue_data.py 	<module>() 	Revenue Data Ended
[2023-04-30 10:04:46,859] 	INFO 	26 	day_data.py 	<module>() 	Day Data Started
[2023-04-30 10:04:51,846] 	INFO 	68 	day_data.py 	<module>() 	Day Data Ended
[2023-04-30 10:04:53,084] 	INFO 	36 	pair_data.py 	<module>() 	Pair Data Started
[2023-04-30 10:07:07,448] 	INFO 	105 	pair_data.py 	<module>() 	Pair Data Ended
[2023-04-30 10:07:08,477] 	INFO 	39 	bribe_data.py 	<module>() 	Bribe Data Started
[2023-04-30 10:10:01,977] 	ERROR 	152 	bribe_data.py 	<module>() 	Error occurred during Bribe Data process. Error: Expecting value: line 1 column 1 (char 0)
[2023-04-30 10:10:02,717] 	INFO 	24 	revenue_data.py 	<module>() 	Revenue Data Started
[2023-04-30 10:10:08,364] 	INFO 	72 	revenue_data.py 	<module>() 	Revenue Data Ended
[2023-04-30 11:03:17,607] 	INFO 	26 	day_data.py 	<module>() 	Day Data Started
