[2023-03-08 00:37:30,319] 	INFO 	26 	day_data.py 	<module>() 	Day Data Started
[2023-03-08 00:37:34,237] 	INFO 	68 	day_data.py 	<module>() 	Day Data Ended
[2023-03-08 00:37:35,412] 	INFO 	28 	pair_data.py 	<module>() 	ID Data Started
[2023-03-08 00:38:19,660] 	INFO 	66 	pair_data.py 	<module>() 	ID Data Ended
[2023-03-08 00:38:19,660] 	INFO 	69 	pair_data.py 	<module>() 	Pair Data Started
[2023-03-08 00:39:56,023] 	INFO 	135 	pair_data.py 	<module>() 	Pair Data Ended
[2023-03-08 00:39:57,241] 	INFO 	30 	bribe_data.py 	<module>() 	ID Data Started
[2023-03-08 00:40:42,494] 	INFO 	72 	bribe_data.py 	<module>() 	ID Data Ended
[2023-03-08 00:40:42,494] 	INFO 	75 	bribe_data.py 	<module>() 	Bribe Data Started
[2023-03-08 00:45:04,027] 	INFO 	182 	bribe_data.py 	<module>() 	Bribe Data Ended
[2023-03-08 02:20:28,099] 	INFO 	26 	day_data.py 	<module>() 	Day Data Started
[2023-03-08 02:20:32,108] 	INFO 	68 	day_data.py 	<module>() 	Day Data Ended
[2023-03-08 02:20:32,941] 	INFO 	28 	pair_data.py 	<module>() 	ID Data Started
[2023-03-08 02:21:10,638] 	INFO 	66 	pair_data.py 	<module>() 	ID Data Ended
[2023-03-08 02:21:10,638] 	INFO 	69 	pair_data.py 	<module>() 	Pair Data Started
[2023-03-08 02:22:37,206] 	INFO 	135 	pair_data.py 	<module>() 	Pair Data Ended
[2023-03-08 02:22:38,066] 	INFO 	30 	bribe_data.py 	<module>() 	ID Data Started
[2023-03-08 02:23:10,932] 	INFO 	72 	bribe_data.py 	<module>() 	ID Data Ended
[2023-03-08 02:23:10,932] 	INFO 	75 	bribe_data.py 	<module>() 	Bribe Data Started
[2023-03-08 02:26:22,958] 	INFO 	182 	bribe_data.py 	<module>() 	Bribe Data Ended
